" The customer doesn\'t exist in the system anymore"," ลูกค้าไม่สามารถอยู่ในระบบได้อีก"
"Newsletter Subscription","การสมัครสมาชิกจดหมายข่าว"
"No Items","ไม่มีรายการ"
"No Items To Refund","ไม่มีรายการที่จะคืนเงิน"
"No Payment Methods","ไม่มีวิธีการชำระเงิน"
"No detail for number ""%s""","ไม่มีรายละเอียดสำหรับหมายเลขนี้ ""%s"""
"No items","ไม่มีรายการสินค้า"
"No ordered items","No ordered items"
"No shipping information available","No shipping information available"
"Not Capture","ไม่มีการเก็บ"
"Not Notified","ไม่แจ้ง"
"Notified","แจ้ง"
"Notify Customer","แจ้งลูกค้า"
"Number","จำนวน"
"On Hold","หยุดไว้ชั่วคราว"
"Order","คำสั่งซื้อ"
"Order #","คำสั่งซื้อ #"
"Order #","คำสั่งซื้อ # "
"Order # %s","คำสั่งซื้อ # %s"
"Order #%s","คำสั่งซื้อ #%s"
"Order #%s - %s","คำสั่งซื้อ #%s - %s"
"Order API","คำสั่งซื้อ API"
"Order Comment","ข้อคิดเห็นคำสั่งซื้อ"
"Order Comment Email Sender","ผู้ส่งอีเมลล์ข้อคิดเห็นคำสั่งซื้อ"
"Order Comment Email Template","เทมเพลตอีเมลล์ข้อคิดเห็นคำสั่งซื้อ"
"Order Comment Email Template for Guest","ข้อคิดเห็นเทมเพลตอีเมลล์คำสั่งซื้อสำหรับลูกค้า"
"Order Comments","ข้อคิดเห็นคำสั่งซื้อ"
"Order Credit Memos","ใบลดหนี้คำสั่งซื้อ"
"Order Currency:","สกุลเงินที่สั่งซื้อ:"
"Order Date","วันที่สั่งซื้อ"
"Order Date (%s)","Order Date (%s)"
"Order Date: ","วันที่สั่งซื้อ: "
"Order Date: %s","วันที่สั่งซื้อ: %s"
"Order Details","รายละเอียดคำสั่งซื้อ"
"Order Grand Total","รวมคำสั่งซื้อทั้งหมด"
"Order History","ประวัติคำสั่งซื้อ"
"Order Information","ข้อมูลคำสั่งซื้อ"
"Order Invoices","ใบส่งสินค้าในการสั่งซื้อ"
"Order Shipments","คำสั่งการส่งสินค้า"
"Order Status","สถานะิคำสั่งซื้อ"
"Order Subtotal","ยอดรวมคำสั่งซื้อ"
"Order Total","คำสั่งซื้อทั้งหมด"
"Order Totals","คำสั่งซื้อทั้งหมด"
"Order Update","ปรับปรุงคำสั่งซื้อ"
"Order Update for Guest","Order Update for Guest"
"Order View","มุมมองคำสั่งซื้อ"
"Order invoice","ใบแจ้งราคาคำสั่งซื้อ"
"Order object is not specified.","ออเดอร์ object ไม่ได้ระบุ."
"Order saving error: %s","ความผิดพลาดในการคำสั่งซื้อ: %s"
"Order shipments","วิธีส่งคำสั่งซื้อ"
"Order was not cancelled.","คำสั่งซื้อยังไม่ถูกยกเลิก."
"Order was not put on hold.","คำสั่งซื้อไม่ได้ถูกระงับไว้."
"Order was not unholded.","คำสั่งซื้อไม่ถูกระงับ."
"Order was placed using %s","คำสั่งซื้อถูกสั่งโดยใช้ %s"
"Order was successfully cancelled.","ยกเลิกคำสั่งซื้อแล้ว"
"Order was successfully put on hold.","ระงับการดำเนินการคำสั่งซื้อแล้ว"
"Order was successfully released from holding status.","ออเดอร์ถูกปล่อยออกมาแล้วจากสถานะหยุดชัวคราว."
"Ordered","คำสั่งซื้อ"
"Orders","คำสั่งซื้อ"
"Original Price","Original Price"
"PDF Credit Memos","PDF ใบลดหนี้"
"PDF Invoices","PDF ใบส่งสินค้า"
"PDF Packingslips","PDF Packingslips"
"PDF Print-outs","PDF Print-outs"
"PDF object is not specified.","PDF object is not specified."
"PDF page object is not specified.","PDF page object is not specified."
"Packingslip # ","Packingslip # "
"Paid","ชำระแล้ว"
"Paid Amount","จำนวนที่จ่ายแล้ว"
"Partial","บางส่วน"
"Payment Failed","การชำระเงินล้มเหลว"
"Payment Information","ข้อมูลการชำระเงิน"
"Payment Method","วิธีชำระเงิน"
"Payment Method:","วิธีชำระเงิน:"
"Pdf total model should extend Mage_Sales_Model_Order_Pdf_Total_Default","Pdf total model should extend Mage_Sales_Model_Order_Pdf_Total_Default"
"Pending","รอตรวจสอบ"
"Pending PayPal","Pending PayPal"
"Pending Payment","Pending Payment"
"Placed from IP","วางไว้จากตำแหน่ง IP"
"Please define PDF object before using","Please define PDF object before using"
"Please enter positive number in this field.","Please enter positive number in this field."
"Please select a customer","กรุณาเลือกลูกค้า"
"Please select a store","กรุณาเลือกร้านค้า"
"Please select products to add","กรุณาเลือกสินค้าที่จะเพิ่ม"
"Price","ราคา"
"Print","พิมพ์"
"Print All","พิมพ์ทั้งหมด"
"Print All Invoices","พิมพ์ทุก ใบส่งสินค้า"
"Print All Refunds","พิมพ์การคืนเงินทั้งหมด"
"Print All Shipments","พิมพ์ทุกการขนส่ง"
"Print Credit Memos","พิมพ์ ใบลดหนี้"
"Print Invoice","พิมพ์ ใบส่งสินค้า"
"Print Invoices","พิมพ์ใบส่งสินค้า"
"Print Order","พิมพ์คำสั่งซื้อ"
"Print Order # %s","พิมพ์คำสั่งซื้อ # %s"
"Print Packingslips","พิมพ์ Packingslips"
"Print Refund","พิมพ์การคืนเงิน"
"Print Shipment","พิมพ์การขนส่งสินค้า"
"Processing","Processing"
"Processing data problem","ปัญหาในการประมวลผลข้อมูล"
"Product","สินค้า"
"Product Name","ชื่อสินค้า"
"Products","สินค้า"
"Products in Compare List","สินค้าในรายการเปรียบเทียบ"
"Purchased From","ซื้อจาก"
"Purchased On","ซื้อเมื่อ"
"Purchased from (store)","ซื้อมาจาก (ร้านค้า)"
"QTY","จำนวน"
"Qty","จำนวน"
"Qty Invoiced","จำนวนที่ออก ใบส่งสินค้า"
"Qty Ordered","จำนวนที่สั่งซื้อ"
"Qty Shipped","จำนวนที่ส่งสินค้า"
"Qty To Add","จำนวนที่จะเพิ่ม"
"Qty to Invoice","จำนวนที่ออก ใบส่งสินค้า"
"Qty to Refund","Qty to Refund"
"Qty to Ship","Qty to Ship"
"Recent Orders","คำสั่งซื้อล่าสุด"
"Recently Compared Products","สินค้าที่เปรียบเทียบล่าสุด"
"Recently Viewed","ถูกดูล่าสุด"
"Recently Viewed Products","สินค้าที่ถูกเรียกดูล่าสุด"
"Refresh","ฟื้นฟู"
"Refund","คืนเงิน"
"Refund #","คืนเงิน #"
"Refund #%s","คืนเงิน #%s"
"Refund Amount","จำนวนเงินที่คืน"
"Refund Offline","คืนเงินแบบออฟไลน์"
"Refund Shipping","ส่งคืน"
"Refund Totals","การคืนเงินทั้งหมด"
"Refunded","คืนเงินแล้ว"
"Refunds","คืนเงิน"
"Remove","ลบออก"
"Remove Coupon Code","ลบโค้ดคูปองออก"
"Remove tracking number","ลบ tracking number"
"Reorder","สั่งซื้ออีกครั้ง"
"Retrieve invoice info","กู้คืนข้อมูลใบส่งสินค้า"
"Retrieve invoice information","Retrieve invoice information"
"Retrieve list of invoices by filters","กู้คืนรายการของสินค้าโดยการกรอง"
"Retrieve list of orders by filters","กู้คืนรายการของคำสั่งซื้อโดยการกรอง"
"Retrieve list of shipments by filters","กู้คืนรายการของการส่งสินค้าโดยการกรอง"
"Retrieve order information","กู้คืนข้อมูลคำสั่งซื้อ"
"Retrieve orders info","ดึงข้อมูลสั่งซื้อ"
"Retrieve shipment info","ดึงข้อมูลการจัดส่ง"
"Retrieve shipment information","กู้คืนข้อมูลการส่งสินค้า"
"Return to Stock","Return to Stock"
"Returned","กลับ"
"Row Subtotal","แถวทั้งหมด"
"Row Total","แถวทั้งหมด"
"SHIP TO:","ส่งไปยัง:"
"SKU","SKU"
"SOLD TO:","จำหน่ายให้:"
"Sales","ยอดขาย"
"Sales Emails","อีเมลล์การขาย"
"Sales Emails Section","Sales Emails Section"
"Sales Section","Sales Section"
"Same As Billing Address","เหมือนกับที่อยู่สำหรับออกใบเสร็จ"
"Save and Close Message","Save and Close Message"
"Save in address book","บันทึกในสมุดที่อยู่"
"Select from existing customer addresses:","เลือกจากที่อยู่ลูกค้าที่มีอยู่แล้ว:"
"Send Credit Memo Comment Email Copy To","ส่งสำเนาอีเมลล์ข้อคิดเห็นใบลดหนี้ ไปที่"
"Send Credit Memo Email Copy To","ส่งสำเนาอีเมลล์ใบลดหนี้ ไปที่"
"Send Invoice Comment Email Copy To","ส่งสำเนาอีเมล์ข้อคิดใบส่งสินค้า ไปที่"
"Send Invoice Email Copy To","ส่งสำเนาอีเมล์ ใบส่งสินค้า ไปที่"
"Send Order Comment Email Copy To","ส่งสำเนาอีเมลล์ข้อคิดเห็นไปสั่งซื้อไปที่"
"Send Order Email Copy Method","Send Order Email Copy Method"
"Send Order Email Copy To","ส่งสำเนาอีเมลล์คำสั่งซื้อไปที่"
"Send Shipment Comment Email Copy To","ส่งสำเนาอีเมลล์ข้อคิดเห็นการส่งสินค้าไปที่"
"Send Shipment Email Copy To","ส่งสำเนาอีเมล์เกี่ยวกับการส่งสินค้าไปยัง"
"Send Tracking Information","ส่งข้อมูลติดตามการส่งสินค้า"
"Ship","ส่ง"
"Ship to","ส่งไปยัง"
"Ship to First name","ส่งไปยังชื่อ"
"Ship to Last name","ส่งไปยังนามสกุล"
"Ship to Name","ส่งสินค้าไปยังชื่อ"
"Shipment","การส่งสินค้า"
"Shipment #","การส่งสินค้า #"
"Shipment #%s","การส่งสินค้า #%s"
"Shipment #%s (%s)","การส่งสินค้า #%s (%s)"
"Shipment Comment Email Sender","ผู้ส่งอีเมลล์ข้อคิดเห็นการส่งสินค้า"
"Shipment Comment Email Template","เทมเพลตอีเมลล์ข้อคิดเห็นการจัดส่งสินค้า"
"Shipment Comment Email Template for Guest","เทมเพลตอีเมลล์ข้อคิดเห็นการจัดส่งสินค้าสำหรับลูกค้า"
"Shipment Comments","ข้อคิดเห็นการขนส่งสินค้า"
"Shipment Email Sender","ผู้ส่งอีเมลล์การส่งสินค้า"
"Shipment Email Template","เทมเพลตอีเมลล์การส่งสินค้า"
"Shipment Email Template for Guest","เทมเพลตอีเมลล์การส่งสินค้าและหรับลูกค้า"
"Shipment Update","ปรับปรุงการส่งสินค้า"
"Shipment Update for Guest","ปรับปรุงการส่งสินค้าสำหรับลูกค้า"
"Shipment email not sent","ยังไม่ได้ส่งอีเมลล์การส่งสินค้า"
"Shipment email sent","อีเมลล์การส่งสินค้าถูกส่งแล้ว"
"Shipments","การส่งสินค้า"
"Shipped","ส่งสินค้าแล้ว"
"Shipped By","จัดส่งโดย"
"Shipping","การส่งสินค้า"
"Shipping & Handling","การจัดการและขนส่ง"
"Shipping &amp; Handling","การจัดการ &amp; การขนส่ง"
"Shipping &amp; Handling Information","ข้อมูลการจัดการ &amp; ขนส่ง"
"Shipping Address","ที่อยู่สำหรับจัดส่งสินค้า"
"Shipping Amount","จำนวนเงินค่าขนส่ง"
"Shipping Information","ข้อมูลการส่งสินค้า"
"Shipping Method","วิธีการจัดส่งสินค้า"
"Shipping Method:","วิธีการจัดส่งสินค้า:"
"Shipping Refund","คืนเงินค่าขนส่ง"
"Shipping and Tracking Information","Shipping and Tracking Information"
"Shopping Cart","รถเข็นสินค้า"
"Signed Up From","สมัครสมาชิกตั้งแต่"
"Sku","Sku"
"Some items have quantities exceeding allowed quantities. Please select a lower quantity to checkout.","บาง รายการ มีปริมาณมากเกินปริมาณที่อนุญาติ. กรุณาเลือกปริมาณที่ต่ำเพื่อจะ checkout.."
"Some of the products below don\'t have all the required options. Please remove them and add again with all the required options.","สินค้าบางส่วนข้างล่างไม่มีความต้องการตัวเลือก. กรุณาลบสินค้านั้นและเพิ่มใหม่อีกครั้งหร้อมด้วยความต้องการตัวเลือก"
"Sorry, no quotes are available for this order at this time.","ขอโทษค่ะ ไม่มีการอ้างอิงที่ใช้ได้สำหรบออเดอร์นี้ขณะนี้."
"Source object is not specified.","Source object is not specified."
"State/Province","รัฐ/จังหวัด"
"Status","สถานะ"
"Store Credit","เครดิตร้านค้า"
"Submit Comment","ยืนยันข้อคิดเห็น"
"Submit Credit Memo","ยืนยันใบลดหนี้"
"Submit Invoice","ยืนยัน ใบส่งสินค้า"
"Submit Order","ยืนยันคำสั่งซื้อ"
"Submit Shipment","ยืนยัน การส่งสินค้า"
"Subscribe to Newsletter","สมัครสมาชิกจดหม่ายข่าว"
"Subscribe to Order Status","สมัครสมาชิกรับสถานะออเดอร์"
"Subtotal","รวม"
"Subtotal after discount","ยอดหลังลดราคา"
"Subtotal:","ยอดร่วมของส่วนหนึ่ง:"
"TAX/VAT Number","จำนวน ภาษี/ภาษีมูลค่าเพิ่ม"
"Tax","ภาษี"
"Tax Amount","จำนวนเงินภาษี"
"Tax Percent","Tax Percent"
"Telephone","โทรศัพท์"
"The item %s (SKU %s) doesn\'t exist in the catalog anymore","รายการ %s (SKU %s) ไม่่มีในรายการสินค้าอีกต่อไป"
"There are no printable documents related to selected orders","ไม่มีเอกสารที่พิิมพ์เกี่ยวข้องกับรายการที่เลือก"
"This message will be shown in shopping cart when subtotal after discount less than minimum amount","ข้อความนี้จะแสดงในรถเข็นสินค้าเมื่อราคารวมส่วนหนึ่งหลังลดราคาน้อยกว่าจำนวนที่น้อยที่สุด"
"This order no longer exists.","ไม่มีออเดอร์นี้."
"Tier Pricing","ระดับราคา"
"Title","หัวข้อ"
"To","ถึง"
"To Name","ถึงชื่อ"
"To:","ถึง:"
"Total %d product(s)","Total %d product(s)"
"Total Due","ยอดทั้งหมดที่ต้องชำระ"
"Total Paid","จำนวนที่จ่ายแล้วทั้งหมด"
"Total Qty","จำนวนทั้งหมด"
"Total Refund","เงินคืนทั้งหมด"
"Total Refunded","ยอดเงินคืนทั้งหมด"
"Total Shipping Charges","รวมค่าจัดส่ง"
"Total Tax","ภาษีทั้งหมด"
"Total(ex)","ทั้งหมด(ex)"
"Total(inc)","ทั้งหมด(inc)"
"Track Order","ติดตามคำสั่งซื้อ"
"Track all shipment(s)","ติดตามทุกการส่งสินค้า"
"Track all shipments","ติดตามทุกการส่งสินค้า"
"Track this shipment","ติดตามการส่งสินค้านี้"
"Track your order","ติดตามคำสั่งซื้อของคุณ"
"Tracking","การติดตาม"
"Tracking Number","หมายเลขแทร็ค"
"Tracking Number(s)","หมายเลขแทร็ค(s)"
"Unhold","ปล่อย"
"Unhold order","ปล่อยคำสั่งซื้อ"
"Unknown State","รัฐที่ไม่รู้จัก"
"Unknown Status","ไม่ทราบสถานะ"
"Update Changes","ปรับปรุงการเปลี่ยนแปลง"
"Update Items and Qty\'s","Update Items and Qty\'s"
"Update Qty\'s","แก้ไขปริมาณ"
"Validate each address separately in multi-address checkout","ทำที่อยูู่แต่ละที่อยู่ให้ถูกต้องอย่างเป็นอิสระในที่อยู่หลายที่อยู่ในการแจ้งออก"
"View","ดู"
"View All","ดูทั้งหมด"
"View Order","ดูคำสั่งซื้อ"
"Void","โมฆะ"
"Void invoice","ใบส่งของเป็นโมฆะ"
"Website","เว็บไซต์"
"Wishlist","Wishlist"
"You have placed no orders.","คุณยังไม่ได้สั่งซื้อ."
"ZIP/Post Code","รหัสไปรษณีย์"
"separate by "",""","แยกออกโดย "","""
